cikkszam;nev;ar_eur;listaar_eur;akcios;kedvezmeny_szazalek;keszleten;keszlet_szoveg;suly_gramm;gyarto;url;kep;utolso_modositas
291005720;Elektrischer Badheizkörper mit Heizstab 300W 400x800 mm Weiß gerade mit Seitenenaschluss LuxeBath;89.5;119.33;True;25.0;True;készleten;5010;LuxeBath;https://www.ecdgermany.de/products/291005720-elektrischer-badheizkorper-mit-heizstab-300w-400x800-mm-weiss-gerade-mit-seitenenaschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_40x80_45cbb9b2-0b92-40f0-b91e-66d63b5bd217.jpg?v=1787066271;2026-09-04T10:47:47+02:00
291005721;Badheizkörper Elektrisch mit Heizstab 300W 400x800 mm Chrome gebogen mit Seitenanschluss;99.89;133.19;True;25.0;True;készleten;5010;LuxeBath;https://www.ecdgermany.de/products/291005721-badheizkorper-elektrisch-mit-heizstab-300w-400x800-mm-chrome-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_40x80_c2c49ae4-a9bf-481e-9d6a-252d61fff745.jpg?v=1787919369;2026-09-04T10:47:44+02:00
291005722;Badheizkörper Elektrisch mit Heizstab 300W 400x800 mm Chrom gerade mit Seitenanschluss;105.04;140.05;True;25.0;True;készleten;5230;LuxeBath;https://www.ecdgermany.de/products/291005722-badheizkorper-elektrisch-mit-heizstab-300w-400x800-mm-chrom-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_40x80_e889ef54-3dbe-4d9b-aa92-c64505d81ee2.jpg?v=1787919369;2026-09-04T10:47:47+02:00
291005723;Badheizkörper Elektrisch mit Heizstab 900W 400x1200 mm Weiß gebogen mit Seitenanschluss;112.37;149.83;True;25.0;True;készleten;7220;LuxeBath;https://www.ecdgermany.de/products/291005723-badheizkorper-elektrisch-mit-heizstab-900w-400x1200-mm-weiss-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_40x120_a3db413e-e6e6-4a7a-9391-d298f91ae40b.jpg?v=1787066271;2026-09-04T10:47:43+02:00
291005724;Badheizkörper Elektrisch mit Heizstab 900W 400x1200 mm Weiß gerade mit Seitenanschluss;106.43;141.91;True;25.0;True;készleten;7220;LuxeBath;https://www.ecdgermany.de/products/291005724-badheizkorper-elektrisch-mit-heizstab-900w-400x1200-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_40x120_4c0360dd-aa65-4fbf-a804-11322242836c.jpg?v=1787066273;2026-09-04T10:47:43+02:00
291005725;Badheizkörper Elektrisch mit Heizstab 900W 400x1200 mm Chrome gebogen mit Seitenanschluss;137.91;183.88;True;25.0;True;készleten;7220;LuxeBath;https://www.ecdgermany.de/products/291005725-badheizkorper-elektrisch-mit-heizstab-900w-400x1200-mm-chrome-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_40x120_ead49bd6-6160-40d3-a9b2-8e55f9cbc0ba.jpg?v=1787066299;2026-09-04T10:47:44+02:00
291005726;Badheizkörper Elektrisch mit Heizstab 900W 400x1200 mm Chrome gerade mit Seitenanschluss;135.23;180.31;True;25.0;True;készleten;7220;LuxeBath;https://www.ecdgermany.de/products/291005726-badheizkorper-elektrisch-mit-heizstab-900w-400x1200-mm-chrome-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_40x120_e2df7c02-caec-4416-aecc-6b3b143e8aa0.jpg?v=1787066305;2026-09-04T10:47:44+02:00
291005727;Elektrischer Badheizkörper mit Heizstab 900W 400x1500 mm Weiß gebogen mit Seitenanschluss LuxeBath;118.92;158.56;True;25.0;True;készleten;9770;LuxeBath;https://www.ecdgermany.de/products/291005727-elektrischer-badheizkorper-mit-heizstab-900w-400x1500-mm-weiss-gebogen-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_40x150_dcca7f1d-a7a8-4853-a875-9476b0edef87.jpg?v=1787066306;2026-09-04T10:47:43+02:00
291005728;Badheizkörper Elektrisch mit Heizstab 900W 400x1500 mm Weiß gerade mit Seitenanschluss;118.74;158.32;True;25.0;True;készleten;8660;LuxeBath;https://www.ecdgermany.de/products/291005728-badheizkorper-elektrisch-mit-heizstab-900w-400x1500-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_40x150_e6feaa30-f6b1-43ed-9d10-09bad36bb57e.jpg?v=1787066306;2026-09-04T10:47:43+02:00
291005730;Badheizkörper Elektrisch mit Heizstab 900W 400x1500 mm Chrome gerade mit Seitenanschluss;153.97;205.29;True;25.0;True;készleten;8660;LuxeBath;https://www.ecdgermany.de/products/291005730-badheizkorper-elektrisch-mit-heizstab-900w-400x1500-mm-chrome-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_40x150_d41d1394-d9fc-4706-8f61-b82e147efa9f.jpg?v=1787066306;2026-09-04T10:47:47+02:00
291005734;Elektrischer Badheizkörper mit Heizstab 900W 400x1800 mm Chrom gerade mit Seitenanschluss;234.45;312.6;True;25.0;False;elfogyott;10000;LuxeBath;https://www.ecdgermany.de/products/291005734-elektrischer-badheizkorper-mit-heizstab-900w-400x1800-mm-chrom-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_40x180_0c10c4e5-0982-4413-967d-4344e12969c4.jpg?v=1787066307;2026-09-04T10:48:02+02:00
291005735;Badheizkörper Elektrisch mit Heizstab 300W 500x800 mm Weiß gebogen mit Seitenanschluss;85.5;114.0;True;25.0;True;készleten;5710;LuxeBath;https://www.ecdgermany.de/products/291005735-badheizkorper-elektrisch-mit-heizstab-300w-500x800-mm-weiss-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x80_f7ded73b-fe33-4cf1-8167-d076f288ace6.jpg?v=1787066308;2026-09-04T10:47:46+02:00
291005736;Elektrischer Badheizkörper mit Heizstab 300W 500x800 mm Weiß gerade mit Seitenanschluss LuxeBath;83.69;111.59;True;25.0;True;készleten;5710;LuxeBath;https://www.ecdgermany.de/products/291005736-elektrischer-badheizkorper-mit-heizstab-300w-500x800-mm-weiss-gerade-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x80_3c266f6a-56ac-4942-8103-a0242d17cd97.jpg?v=1787066307;2026-09-04T10:47:46+02:00
291005737;Badheizkörper Elektrisch mit Heizstab 300W 500x800 mm Chrome gebogen mit Seitenanschlus;107.71;143.61;True;25.0;True;készleten;6110;LuxeBath;https://www.ecdgermany.de/products/291005737-badheizkorper-elektrisch-mit-heizstab-300w-500x800-mm-chrome-gebogen-mit-seitenanschlus;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_50x80_81a37195-8b90-4cfd-8b7e-e6e681cb329b.jpg?v=1787919370;2026-09-04T10:47:47+02:00
291005738;Badheizkörper Elektrisch mit Heizstab 300W 500x800 mm Chrome gerade mit Seitenanschluss;104.21;138.95;True;25.0;True;készleten;6030;LuxeBath;https://www.ecdgermany.de/products/291005738-badheizkorper-elektrisch-mit-heizstab-300w-500x800-mm-chrome-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_50x80_27566c39-a1ba-4060-9fbc-d7c9189ceb43.jpg?v=1787919366;2026-09-04T10:47:46+02:00
291005739;Elektrischer Badheizkörper mit Heizstab 900W 500x1200 mm Weiß gebogen mit Seitenanschluss LuxeBath;100.31;133.75;True;25.0;True;készleten;9250;LuxeBath;https://www.ecdgermany.de/products/291005739-elektrischer-badheizkorper-mit-heizstab-900w-500x1200-mm-weiss-gebogen-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x120_d51a4584-b02b-4a21-baff-bf196b5d68dd.jpg?v=1787066308;2026-09-04T10:47:43+02:00
291005740;Elektrischer Badheizkörper mit Heizstab 900W 500x1200 mm Weiß gerade mit Seitenanschluss LuxeBath;102.5;136.67;True;25.0;True;készleten;9250;LuxeBath;https://www.ecdgermany.de/products/291005740-elektrischer-badheizkorper-mit-heizstab-900w-500x1200-mm-weiss-gerade-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x120_4f3dadc8-00c0-47e2-93a8-9a471bb14d47.jpg?v=1787066309;2026-09-04T10:47:43+02:00
291005741;Badheizkörper Sahara mit Heizstab 900W 500x1200 mm Chrome gebogen mit Seitenanschluss;140.94;187.92;True;25.0;True;készleten;8450;LuxeBath;https://www.ecdgermany.de/products/291005741-badheizkorper-sahara-mit-heizstab-900w-500x1200-mm-chrome-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_50x120_9afa8992-dc7c-4bf6-86a1-9ed491fef69d.jpg?v=1787066310;2026-09-04T10:47:46+02:00
291005742;Badheizkörper Elektrisch mit Heizstab 900W 500x1200 mm Chrome gerade mit Seitenanschluss;153.6;204.8;True;25.0;False;elfogyott;10000;LuxeBath;https://www.ecdgermany.de/products/291005742-badheizkorper-elektrisch-mit-heizstab-900w-500x1200-mm-chrome-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_50x120_e5b93918-9a43-4fab-8894-40faf1aab0ad.jpg?v=1787066309;2026-09-04T10:48:10+02:00
291005743;Badheizkörper Elektrisch mit Heizstab 900W 500x1500 mm weiß gebogen mit Seitenanschluss;112.81;150.41;True;25.0;True;készleten;9880;LuxeBath;https://www.ecdgermany.de/products/291005743-badheizkorper-elektrisch-mit-heizstab-900w-500x1500-mm-weiss-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x150_cb841c1c-2ea4-4cbb-a8d8-65a51a04056a.jpg?v=1787066310;2026-09-04T10:47:43+02:00
291005744;Elektrischer Badheizkörper mit Heizstab 900W 500x1500 mm Weiß gerade mit Seitenanschluss LuxeBath;111.73;148.97;True;25.0;True;készleten;11250;LuxeBath;https://www.ecdgermany.de/products/291005744-elektrischer-badheizkorper-mit-heizstab-900w-500x1500-mm-weiss-gerade-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x150_1b44f73a-af79-40d3-99ab-8820a422bc0a.jpg?v=1787066310;2026-09-04T10:47:43+02:00
291005745;Badheizkörper Elektrisch mit Heizstab 900W 500x1500 mm Chrome gebogen mit Seitenanschluss;156.65;208.87;True;25.0;True;készleten;9880;LuxeBath;https://www.ecdgermany.de/products/291005745-badheizkorper-elektrisch-mit-heizstab-900w-500x1500-mm-chrome-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_50x150_79c77037-192f-4968-9f28-abda71b3db7f.jpg?v=1787066325;2026-09-04T10:48:09+02:00
291005747;Elektrischer Badheizkörper mit Heizstab 900W 500x1800 mm Weiß gebogen mit Seitenanschluss LuxeBath;175.19;233.59;True;25.0;True;készleten;11890;LuxeBath;https://www.ecdgermany.de/products/291005747-elektrischer-badheizkorper-mit-heizstab-900w-500x1800-mm-weiss-gebogen-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x180_66289905-f0bf-4a7f-b17d-6850ba51a69d.jpg?v=1787066330;2026-09-04T10:47:43+02:00
291005748;Badheizkörper Sahara mit Heizstab 900W 500x1800 mm Weiß gerade mit Seitenanschluss;193.13;257.51;True;25.0;True;készleten;11890;LuxeBath;https://www.ecdgermany.de/products/291005748-badheizkorper-sahara-mit-heizstab-900w-500x1800-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_50x180_a4e959f7-8647-4ab5-b970-33e3a2bb1da4.jpg?v=1787066425;2026-09-04T10:47:43+02:00
291005750;Badheizkörper Elektrisch mit Heizstab 900W 500x1800 mm Chrom gerade mit Seitenanschluss;242.97;323.96;True;25.0;False;elfogyott;12970;LuxeBath;https://www.ecdgermany.de/products/291005750-badheizkorper-elektrisch-mit-heizstab-900w-500x1800-mm-chrom-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_50x180_530d1396-4391-4bcf-bf75-aa22d5669a12.jpg?v=1787066331;2026-09-04T10:48:02+02:00
291005751;Elektrischer Badheizkörper mit Heizstab 300W 600x800 mm Weiß gebogen mit Seitenanschluss LuxeBath;95.81;127.75;True;25.0;True;készleten;6830;LuxeBath;https://www.ecdgermany.de/products/291005751-elektrischer-badheizkorper-mit-heizstab-300w-600x800-mm-weiss-gebogen-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x80_c7ec87ab-a20f-4612-a53a-668a226de483.jpg?v=1787066331;2026-09-04T10:48:10+02:00
291005752;Elektrischer Badheizkörper mit Heizstab 300W 600x800 mm Weiß gerade mit Seitenanschluss;103.41;137.88;True;25.0;True;készleten;6590;LuxeBath;https://www.ecdgermany.de/products/291005752-elektrischer-badheizkorper-mit-heizstab-300w-600x800-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x80_4e4b70b6-e9b3-412d-9492-7055975fa66f.jpg?v=1787066331;2026-09-04T10:47:46+02:00
291005755;Badheizkörper Elektrisch mit Heizstab 900W 600x1200 mm Weiß gebogen mit Seitenanschluss;116.43;155.24;True;25.0;True;készleten;9270;LuxeBath;https://www.ecdgermany.de/products/291005755-badheizkorper-elektrisch-mit-heizstab-900w-600x1200-mm-weiss-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x120_430dee55-53fe-4705-832d-fcd80ce36c9f.jpg?v=1787066332;2026-09-04T10:47:43+02:00
291005756;Badheizkörper Elektrisch mit Heizstab 900W 600x1200 mm Weiß gerade mit Seitenanschluss;112.8;150.4;True;25.0;True;készleten;9070;LuxeBath;https://www.ecdgermany.de/products/291005756-badheizkorper-elektrisch-mit-heizstab-900w-600x1200-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x120_409062a2-43f0-4e0e-bb58-834876c680db.jpg?v=1787066332;2026-09-04T10:47:43+02:00
291005757;Badheizkörper Sahara mit Heizstab 900W 600x1200 mm Chrome gebogen mit Seitenanschluss;124.21;165.61;True;25.0;True;készleten;9270;LuxeBath;https://www.ecdgermany.de/products/291005757-badheizkorper-sahara-mit-heizstab-900w-600x1200-mm-chrome-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_60x120_db8e5d75-2c21-48bc-822c-ed3204905025.jpg?v=1787066333;2026-09-04T10:47:47+02:00
291005759;Elektrischer Badheizkörper mit Heizstab 900W 600x1500 mm Weiß gebogen mit Seitenanschluss LuxeBath;118.29;157.72;True;25.0;True;készleten;12460;LuxeBath;https://www.ecdgermany.de/products/291005759-elektrischer-badheizkorper-mit-heizstab-900w-600x1500-mm-weiss-gebogen-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x150_276454be-295b-40a7-b88a-098b4b310505.jpg?v=1787066333;2026-09-04T10:47:43+02:00
291005760;Badheizkörper Elektrisch mit Heizstab 900W 600x1500 mm weiß gerade mit Seitenanschluss;126.2;168.27;True;25.0;True;készleten;11090;LuxeBath;https://www.ecdgermany.de/products/291005760-badheizkorper-elektrisch-mit-heizstab-900w-600x1500-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x150_751157db-5dd9-4c4a-ac7a-b888e1df5bd0.jpg?v=1787066333;2026-09-04T10:47:43+02:00
291005761;Elektrischer Badheizkörper mit Heizstab 900W 600x1500 mm Chrome gebogen mit Seitenanschluss LuxeBath;192.19;256.25;True;25.0;False;elfogyott;11870;LuxeBath;https://www.ecdgermany.de/products/291005761-elektrischer-badheizkorper-mit-heizstab-900w-600x1500-mm-chrome-gebogen-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_60x150_b71f42f8-8097-48f3-b9dd-3e0e0539de3e.jpg?v=1787066334;2026-09-04T10:48:07+02:00
291005762;Elektrischer Badheizkörper mit Heizstab 900W 600x1500 mm Chrome gerade mit Seitenanschluss LuxeBath;160.26;213.68;True;25.0;True;készleten;11090;LuxeBath;https://www.ecdgermany.de/products/291005762-elektrischer-badheizkorper-mit-heizstab-900w-600x1500-mm-chrome-gerade-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_60x150_b138dc55-689b-4b1d-8044-037d732b61ab.jpg?v=1787066334;2026-09-04T10:47:47+02:00
291005763;Elektrischer Badheizkörper mit Heizstab 900W 600x1800 mm Weiß gebogen Seitenanschluss LuxeBath;205.67;274.23;True;25.0;True;készleten;13350;LuxeBath;https://www.ecdgermany.de/products/291005763-elektrischer-badheizkorper-mit-heizstab-900w-600x1800-mm-weiss-gebogen-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x180_8f51489f-8618-4d1c-92f4-78550a227c1f.jpg?v=1787066334;2026-09-04T10:47:43+02:00
291005764;Badheizkörper Elektrisch mit Heizstab 900W 600x1800 mm Weiß gerade mit Seitenanschluss;182.01;242.68;True;25.0;True;készleten;13390;LuxeBath;https://www.ecdgermany.de/products/291005764-badheizkorper-elektrisch-mit-heizstab-900w-600x1800-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_60x180_f4fbaa16-df62-4489-a609-493ad1663099.jpg?v=1787066334;2026-09-04T10:47:43+02:00
291005765;Badheizkörper Elektrisch mit Heizstab 900W 600x1800 mm Chrome gebogen mit Seitenanschluss;248.2;330.93;True;25.0;False;elfogyott;1000;LuxeBath;https://www.ecdgermany.de/products/291005765-badheizkorper-elektrisch-mit-heizstab-900w-600x1800-mm-chrome-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_60x180_cea46bd9-0e58-4f07-9253-f428e30bd624.jpg?v=1787066335;2026-09-04T10:48:07+02:00
291005766;Elektrischer Badheizkörper mit Heizstab 900W 600x1800 mm Chrom gerade mit Seitenanschluss;247.27;329.69;True;25.0;True;készleten;14370;LuxeBath;https://www.ecdgermany.de/products/291005766-elektrischer-badheizkorper-mit-heizstab-900w-600x1800-mm-chrom-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_60x180_a0faf22b-64a0-4f43-813f-20ab1b65f30d.jpg?v=1787066335;2026-09-04T10:47:57+02:00
291005767;Elektrischer Badheizkörper mit Heizstab 300W 750x800 mm Weiß gebogen mit Seitenanschluss;106.8;142.4;True;25.0;False;elfogyott;8000;LuxeBath;https://www.ecdgermany.de/products/291005767-elektrischer-badheizkorper-mit-heizstab-300w-750x800-mm-weiss-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x80_e3ef0dc9-faeb-4f65-9f3e-ad7d56265cef.jpg?v=1787066336;2026-09-04T10:48:10+02:00
291005768;Elektrischer Badheizkörper mit Heizstab 300W 750x800 mm Weiß gerade mit Seitenanschluss LuxeBath;101.11;134.81;True;25.0;False;elfogyott;7760;LuxeBath;https://www.ecdgermany.de/products/291005768-elektrischer-badheizkorper-mit-heizstab-300w-750x800-mm-weiss-gerade-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x80_ea4a903d-e173-4aac-8ff9-d1664d9b2ab1.jpg?v=1787066352;2026-09-04T10:48:09+02:00
291005770;Badheizkörper Elektrisch 750x800 mm Chrome, gerade, 300W;139.2;185.6;True;25.0;False;elfogyott;8170;LuxeBath;https://www.ecdgermany.de/products/291005770-badheizkorper-elektrisch-750x800-mm-chrome-gerade-300w;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_75x80_57b91c86-e7f5-4d1c-8a63-b3593f3cca89.jpg?v=1787919366;2026-09-04T10:48:03+02:00
291005771;Badheizkörper Elektrisch mit Heizstab 900W 750x1200 mm weiß gebogen;140.17;186.89;True;25.0;False;elfogyott;11360;LuxeBath;https://www.ecdgermany.de/products/291005771-badheizkorper-elektrisch-mit-heizstab-900w-750x1200-mm-weiss-gebogen;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x120_9fe8eea5-bbff-4219-a94b-15e7fb015ffe.jpg?v=1787066356;2026-09-04T10:48:09+02:00
291005772;Badheizkörper Sahara mit Heizstab 900W 750x1200 mm Weiß gerade mit Seitenanschluss;108.32;144.43;True;25.0;True;készleten;10820;LuxeBath;https://www.ecdgermany.de/products/291005772-badheizkorper-sahara-mit-heizstab-900w-750x1200-mm-weiss-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x120_6361b454-47a3-4cf6-9a9f-152823adbbc3.jpg?v=1787066357;2026-09-04T10:47:43+02:00
291005774;Badheizkörper Sahara mit Heizstab 900W 750x1200 mm Chrome gerade mit Seitenanschluss;154.97;206.63;True;25.0;False;elfogyott;12000;LuxeBath;https://www.ecdgermany.de/products/291005774-badheizkorper-sahara-mit-heizstab-900w-750x1200-mm-chrome-gerade-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_chrome_elektro_75x120_01658d34-1512-4f99-a206-73cfa623939e.jpg?v=1787066358;2026-09-04T10:48:09+02:00
291005775;Badheizkörper Sahara mit Heizstab 900W 750x1500 mm Weiß gebogen mit Seitenanschluss;211.45;281.93;True;25.0;False;elfogyott;13640;LuxeBath;https://www.ecdgermany.de/products/291005775-badheizkorper-sahara-mit-heizstab-900w-750x1500-mm-weiss-gebogen-mit-seitenanschluss;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x150_3dcca430-cae9-45de-940d-0222eb0d57ec.jpg?v=1787066357;2026-09-04T10:48:07+02:00
291005776;Elektrischer Badheizkörper mit Heizstab 900W 750x1500 mm Weiß gerade Seitenanschluss LuxeBath;186.0;248.0;True;25.0;True;készleten;15010;LuxeBath;https://www.ecdgermany.de/products/291005776-elektrischer-badheizkorper-mit-heizstab-900w-750x1500-mm-weiss-gerade-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x150_ff5cf4f9-76f2-4917-8f70-b8dfad93b99a.jpg?v=1787066359;2026-09-04T10:47:43+02:00
291005779;Elektrischer Badheizkörper mit Heizstab 900W 750x1800 mm Weiß gebogen Seitenanschluss LuxeBath;249.3;332.4;True;25.0;True;készleten;17650;LuxeBath;https://www.ecdgermany.de/products/291005779-elektrischer-badheizkorper-mit-heizstab-900w-750x1800-mm-weiss-gebogen-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x180_bedecd46-d1a6-492d-bb42-a91bf42b1128.jpg?v=1787066357;2026-09-04T10:47:43+02:00
291005780;Elektrischer Badheizkörper mit Heizstab 900W 750x1800 mm Weiß gerade mit Seitenanschluss LuxeBath;274.83;366.44;True;25.0;True;készleten;18950;LuxeBath;https://www.ecdgermany.de/products/291005780-elektrischer-badheizkorper-mit-heizstab-900w-750x1800-mm-weiss-gerade-mit-seitenanschluss-luxebath;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Sahara_Galeriebild_ohne_weiss_elektro_75x180_1694bfe6-8f64-4065-af97-8795234849e2.jpg?v=1787066359;2026-09-04T10:47:43+02:00
291005790;LuxeBath | Design Badheizkörper Iron EM Seitenanschluss, Handtuchtrockner Bad/Wohnraum Heizung, inkl. Montage-Set - Weiß / 500x1600 mm;160.93;214.57;True;25.0;True;készleten;17710;LuxeBath;https://www.ecdgermany.de/products/p299070455-luxebath-design-badheizkorper-iron-em-seitenanschluss-handtuchtrockner-bad-wohnraum-heizung-inkl-montage-set;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Luxe-070_IRON-EM_Galeriebild_ohne_Hintergrund_anthrazit_500x1000_09ddbfa0-f07b-40d0-8e46-ce9f13f3e435.jpg?v=1786635150;2026-09-04T10:47:44+02:00
291005794;LuxeBath | Heizstab 300-1200W mit Thermostat für Badheizkörper, Heizelement Elektroheizstab mit Stecker - Chrom / 300W;60.31;80.41;True;25.0;True;készleten;390;LuxeBath;https://www.ecdgermany.de/products/p490016937-luxebath-heizstab-300-1200w-mit-thermostat-fur-badheizkorper-heizelement-elektroheizstab-mit-stecker;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Luxe-572-575_galerie_1_clear_f8f6f512-830a-4547-8054-4bdd99ed354a.jpg?v=1787069894;2026-09-04T10:47:46+02:00
291005795;LuxeBath | Heizstab 300-1200W mit Thermostat für Badheizkörper, Heizelement Elektroheizstab mit Stecker - Weiß / 600W;62.08;82.77;True;25.0;True;készleten;410;LuxeBath;https://www.ecdgermany.de/products/p490016937-luxebath-heizstab-300-1200w-mit-thermostat-fur-badheizkorper-heizelement-elektroheizstab-mit-stecker;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Luxe-572-575_galerie_1_clear_f8f6f512-830a-4547-8054-4bdd99ed354a.jpg?v=1787069894;2026-09-04T10:47:46+02:00
